Date,State,State_code,District,District_code,Rice Allocated,Wheat Allocated,Rice Distributed,Wheat Distributed,Performance (Rice),Performance (Wheat),Waste (Rice),Waste (Wheat),Year,Month,Total Allocated,Total Distributed,,
01-05-2017,Kerala,32,Pathanamthitta,564,2371.47,570.8,2269.61,560.32,95.70%,98.16%,101.86,10.48,2017,May,2942.27,2829.93,,
01-05-2017,Kerala,32,Kannur,557,4185.64,1007.46,3873.6,996.17,92.54%,98.88%,312.04,11.29,2017,May,5193.1,4869.77,,
01-06-2017,Kerala,32,Pathanamthitta,564,2371.47,570.8,2296.71,558.3,96.85%,97.81%,74.76,12.5,2017,Jun,2942.27,2855.01,,
01-06-2017,Kerala,32,Kannur,557,4185.64,1007.46,4105.72,989.94,98.09%,98.26%,79.92,17.52,2017,Jun,5193.1,5095.66,,
01-07-2017,Kerala,32,Pathanamthitta,564,2371.47,570.8,2235.41,534.35,94.26%,93.61%,136.06,36.45,2017,Jul,2942.27,2769.76,,
01-07-2017,Kerala,32,Kannur,557,4185.64,1007.46,4103.02,991.94,98.03%,98.46%,82.62,15.52,2017,Jul,5193.1,5094.96,,
01-08-2017,Gujarat,24,Bharuch,442,1.54,3.63,1.21,2.86,78.57%,78.79%,0.33,0.77,2017,Aug,5.17,4.07,,
01-08-2017,Gujarat,24,Banas Kantha,441,3.42,8.09,2.49,5.89,72.81%,72.81%,0.93,2.2,2017,Aug,11.51,8.38,,
01-08-2017,Kerala,32,Kannur,557,4185.64,1007.46,4185.64,1007.46,100.00%,100.00%,0,0,2017,Aug,5193.1,5193.1,,
01-08-2017,Gujarat,24,Junagadh,448,1.45,3.4,1.1,2.6,75.86%,76.47%,0.35,0.8,2017,Aug,4.85,3.7,,
01-08-2017,Jharkhand,20,West Singhbhum,343,6.8,0.96,15.75,2.27,231.62%,236.46%,-8.95,-1.31,2017,Aug,7.76,18.02,,
01-08-2017,Jharkhand,20,Jamtara,333,3.34,0.42,14.88,2.42,445.51%,576.19%,-11.54,-2,2017,Aug,3.76,17.3,,
01-08-2017,Jharkhand,20,East Singhbhum,327,7.97,1.32,55.41,8.2,695.23%,621.21%,-47.44,-6.88,2017,Aug,9.29,63.61,,
01-08-2017,Gujarat,24,Gandhinagar,446,1.34,3.15,1.03,2.42,76.87%,76.83%,0.31,0.73,2017,Aug,4.49,3.45,,
01-08-2017,Delhi,7,South West,84,0.04,0.17,0.03,0.11,75.00%,64.71%,0.01,0.06,2017,Aug,0.21,0.14,,
01-08-2017,Gujarat,24,Patan,455,1.63,3.85,1.19,2.81,73.01%,72.99%,0.44,1.04,2017,Aug,5.48,4,,
01-08-2017,Jharkhand,20,Deoghar,324,5.32,0.67,38.64,4.97,726.32%,741.79%,-33.32,-4.3,2017,Aug,5.99,43.61,,
01-08-2017,Jharkhand,20,Godda,330,5.22,0.65,25.39,4.07,486.40%,626.15%,-20.17,-3.42,2017,Aug,5.87,29.46,,
01-08-2017,Jharkhand,20,Koderma,334,2.52,0.32,20.18,2.67,800.79%,834.38%,-17.66,-2.35,2017,Aug,2.84,22.85,,
01-08-2017,Jharkhand,20,Hazaribagh,332,6.88,0.97,58.2,9.71,845.93%,1001.03%,-51.32,-8.74,2017,Aug,7.85,67.91,,
01-08-2017,Gujarat,24,Kachchh,449,2.28,5.37,1.66,3.9,72.81%,72.63%,0.62,1.47,2017,Aug,7.65,5.56,,
01-08-2017,Gujarat,24,Panch Mahals,454,2.03,4.79,1.69,3.98,83.25%,83.09%,0.34,0.81,2017,Aug,6.82,5.67,,
01-08-2017,Jharkhand,20,Palamu,338,8.46,1.06,39.58,6.86,467.85%,647.17%,-31.12,-5.8,2017,Aug,9.52,46.44,,
01-08-2017,Gujarat,24,Rajkot,457,2.15,5.05,1.64,3.87,76.28%,76.63%,0.51,1.18,2017,Aug,7.2,5.51,,
01-08-2017,Kerala,32,Pathanamthitta,564,2371.47,570.8,2371.47,570.8,100.00%,100.00%,0,0,2017,Aug,2942.27,2942.27,,
01-08-2017,Gujarat,24,Valsad,462,1.7,4.02,1.31,3.08,77.06%,76.62%,0.39,0.94,2017,Aug,5.72,4.39,,
01-08-2017,Gujarat,24,Surendranagar,460,1.79,4.2,1.19,2.81,66.48%,66.90%,0.6,1.39,2017,Aug,5.99,4,,
01-08-2017,Telangana,36,Medchal Malkajgiri,700,6.17,0.36,5.21,0.14,84.44%,38.89%,0.96,0.22,2017,Aug,6.53,5.35,,
01-08-2017,Jharkhand,20,Dhanbad,325,8.29,1.58,55.91,10.1,674.43%,639.24%,-47.62,-8.52,2017,Aug,9.87,66.01,,
01-08-2017,Gujarat,24,Bhavnagar,443,2.74,6.45,2.32,5.46,84.67%,84.65%,0.42,0.99,2017,Aug,9.19,7.78,,
01-08-2017,Gujarat,24,Narmada,452,0.81,1.93,0.56,1.35,69.14%,69.95%,0.25,0.58,2017,Aug,2.74,1.91,,
01-08-2017,Gujarat,24,Dang,444,0.34,0.8,0.1,0.24,29.41%,30.00%,0.24,0.56,2017,Aug,1.14,0.34,,
01-08-2017,Gujarat,24,Mahesana,451,2.28,5.33,1.62,3.8,71.05%,71.29%,0.66,1.53,2017,Aug,7.61,5.42,,
01-08-2017,Gujarat,24,Jamnagar,447,1.19,2.79,0.98,2.3,82.35%,82.44%,0.21,0.49,2017,Aug,3.98,3.28,,
01-08-2017,Jharkhand,20,Garhwa,328,5.62,0.71,27.12,3.04,482.56%,428.17%,-21.5,-2.33,2017,Aug,6.33,30.16,,
01-08-2017,Gujarat,24,Dohad,445,2.67,6.34,2.06,4.9,77.15%,77.29%,0.61,1.44,2017,Aug,9.01,6.96,,
01-08-2017,Gujarat,24,Tapi,641,1.02,2.42,0.86,2.04,84.31%,84.30%,0.16,0.38,2017,Aug,3.44,2.9,,
01-08-2017,Gujarat,24,Surat,459,3.25,7.63,2.86,6.72,88.00%,88.07%,0.39,0.91,2017,Aug,10.88,9.58,,
01-08-2017,Gujarat,24,Ahmadabad,438,2.98,7,3.68,8.67,123.49%,123.86%,-0.7,-1.67,2017,Aug,9.98,12.35,,
01-08-2017,Jharkhand,20,Ramgarh,607,2.85,0.36,15.49,2.15,543.51%,597.22%,-12.64,-1.79,2017,Aug,3.21,17.64,,
01-08-2017,Jharkhand,20,Saraikela Kharsawan,341,4.37,0.55,27.82,3.15,636.61%,572.73%,-23.45,-2.6,2017,Aug,4.92,30.97,,
01-08-2017,Dadra & Nagar Haveli,26,Dadra And Nagar Haveli,465,1.63,0.17,680.84,69.34,41769.33%,40788.24%,-679.21,-69.17,2017,Aug,1.8,750.18,,
01-08-2017,Gujarat,24,Navsari,453,1.58,3.76,1.33,3.16,84.18%,84.04%,0.25,0.6,2017,Aug,5.34,4.49,,
01-08-2017,Telangana,36,Rangareddy,518,7.67,0.17,6.83,0.06,89.05%,35.29%,0.84,0.11,2017,Aug,7.84,6.89,,
01-08-2017,Gujarat,24,Morbi,673,0.82,1.93,0.8,1.87,97.56%,96.89%,0.02,0.06,2017,Aug,2.75,2.67,,
01-08-2017,Jharkhand,20,Latehar,335,3.06,0.36,5.26,1.28,171.90%,355.56%,-2.2,-0.92,2017,Aug,3.42,6.54,,
01-08-2017,Jharkhand,20,Bokaro,322,6.29,0.63,36.93,3.23,587.12%,512.70%,-30.64,-2.6,2017,Aug,6.92,40.16,,
01-08-2017,Gujarat,24,Vadodara,461,2.25,5.31,1.99,4.69,88.44%,88.32%,0.26,0.62,2017,Aug,7.56,6.68,,
01-08-2017,Jharkhand,20,Chatra,323,4.37,0.55,40.87,5.41,935.24%,983.64%,-36.5,-4.86,2017,Aug,4.92,46.28,,
01-08-2017,Jharkhand,20,Khunti,606,2.48,0.33,8.08,2.53,325.81%,766.67%,-5.6,-2.2,2017,Aug,2.81,10.61,,
01-08-2017,Delhi,7,North West,82,0.04,0.14,0.01,0.03,25.00%,21.43%,0.03,0.11,2017,Aug,0.18,0.04,,
01-08-2017,Jharkhand,20,Gumla,331,3.95,0.5,12.52,2.27,316.96%,454.00%,-8.57,-1.77,2017,Aug,4.45,14.79,,
01-08-2017,Jharkhand,20,Sahebganj,340,4.76,0.58,22.51,4.02,472.90%,693.10%,-17.75,-3.44,2017,Aug,5.34,26.53,,
01-08-2017,Jharkhand,20,Pakur,337,3.68,0.56,17.25,4.05,468.75%,723.21%,-13.57,-3.49,2017,Aug,4.24,21.3,,
01-08-2017,Telangana,36,Hyderabad,507,10.31,0.82,8.73,0.33,84.68%,40.24%,1.58,0.49,2017,Aug,11.13,9.06,,
01-08-2017,Gujarat,24,Anand,440,2.35,5.54,1.64,3.85,69.79%,69.49%,0.71,1.69,2017,Aug,7.89,5.49,,
01-08-2017,Gujarat,24,Kheda,450,2.53,5.97,2.09,4.93,82.61%,82.58%,0.44,1.04,2017,Aug,8.5,7.02,,
01-08-2017,Gujarat,24,Sabar Kantha,458,1.75,4.13,1.28,3.01,73.14%,72.88%,0.47,1.12,2017,Aug,5.88,4.29,,
01-08-2017,Jharkhand,20,Giridih,329,9.55,1.41,72.5,10.8,759.16%,765.96%,-62.95,-9.39,2017,Aug,10.96,83.3,,
01-08-2017,Jharkhand,20,Simdega,342,2.64,0.34,9.15,1.67,346.59%,491.18%,-6.51,-1.33,2017,Aug,2.98,10.82,,
01-08-2017,Jharkhand,20,Ranchi,339,9.36,1.07,96.51,10.7,1031.09%,1000.00%,-87.15,-9.63,2017,Aug,10.43,107.21,,
01-08-2017,Jharkhand,20,Lohardaga,336,2.08,0.25,8.26,1.58,397.12%,632.00%,-6.18,-1.33,2017,Aug,2.33,9.84,,
01-08-2017,Gujarat,24,Porbandar,456,0.56,1.32,0.44,1.03,78.57%,78.03%,0.12,0.29,2017,Aug,1.88,1.47,,
01-08-2017,Jharkhand,20,Dumka,326,5.55,0.73,24.66,5.08,444.32%,695.89%,-19.11,-4.35,2017,Aug,6.28,29.74,,
01-08-2017,Gujarat,24,Amreli,439,1.86,4.39,1.31,3.08,70.43%,70.16%,0.55,1.31,2017,Aug,6.25,4.39,,
01-09-2017,Gujarat,24,Amreli,439,1.86,4.39,1.32,3.12,70.97%,71.07%,0.54,1.27,2017,Sep,6.25,4.44,,
01-09-2017,Odisha,21,Deogarh,351,1.32,0.35,1.29,0.18,97.73%,51.43%,0.03,0.17,2017,Sep,1.67,1.47,,
01-09-2017,Jharkhand,20,Dhanbad,325,8.32,1.58,5.57,0.91,66.95%,57.59%,2.75,0.67,2017,Sep,9.9,6.48,,
01-09-2017,Odisha,21,Jajapur,356,6.34,2.48,5.5,1.35,86.75%,54.44%,0.84,1.13,2017,Sep,8.82,6.85,,
01-09-2017,Madhya Pradesh,23,Damoh,400,1.19,5.09,0.05,0.19,4.20%,3.73%,1.14,4.9,2017,Sep,6.28,0.24,,
01-09-2017,Gujarat,24,Panch Mahals,454,2.03,4.79,1.69,3.98,83.25%,83.09%,0.34,0.81,2017,Sep,6.82,5.67,,
01-09-2017,Jharkhand,20,Garhwa,328,5.59,0.71,2.49,0.42,44.54%,59.15%,3.1,0.29,2017,Sep,6.3,2.91,,
01-09-2017,Odisha,21,Dhenkanal,352,4.4,1.44,4.24,0.81,96.36%,56.25%,0.16,0.63,2017,Sep,5.84,5.05,,
01-09-2017,Madhya Pradesh,23,East Nimar,405,1.88,3.41,0.08,0.12,4.26%,3.52%,1.8,3.29,2017,Sep,5.29,0.2,,
01-09-2017,Gujarat,24,Narmada,452,0.81,1.93,0.53,1.26,65.43%,65.28%,0.28,0.67,2017,Sep,2.74,1.79,,
01-09-2017,Madhya Pradesh,23,Guna,406,0.93,4.05,0.03,0.12,3.23%,2.96%,0.9,3.93,2017,Sep,4.98,0.15,,
01-09-2017,Madhya Pradesh,23,Rewa,424,2.21,7.92,0.28,1.14,12.67%,14.39%,1.93,6.78,2017,Sep,10.13,1.42,,
01-09-2017,Jharkhand,20,Godda,330,5.18,0.65,3.01,0.47,58.11%,72.31%,2.17,0.18,2017,Sep,5.83,3.48,,
01-09-2017,Odisha,21,Nabarangpur,366,6.18,0.74,5.85,0.04,94.66%,5.41%,0.33,0.7,2017,Sep,6.92,5.89,,
01-09-2017,Odisha,21,Sonepur,372,2.52,0.56,2.45,0.24,97.22%,42.86%,0.07,0.32,2017,Sep,3.08,2.69,,
01-09-2017,Jharkhand,20,Jamtara,333,3.34,0.42,2.07,0.28,61.98%,66.67%,1.27,0.14,2017,Sep,3.76,2.35,,
01-09-2017,Gujarat,24,Mahesana,451,2.28,5.34,1.65,3.86,72.37%,72.28%,0.63,1.48,2017,Sep,7.62,5.51,,
01-09-2017,Jharkhand,20,Lohardaga,336,2.08,0.25,0.78,0.14,37.50%,56.00%,1.3,0.11,2017,Sep,2.33,0.92,,
01-09-2017,Madhya Pradesh,23,Agar Malwa,667,0.46,1.94,0.03,0.11,6.52%,5.67%,0.43,1.83,2017,Sep,2.4,0.14,,
01-09-2017,Gujarat,24,Dang,444,0.34,0.8,0.11,0.25,32.35%,31.25%,0.23,0.55,2017,Sep,1.14,0.36,,
01-09-2017,Gujarat,24,Gandhinagar,446,1.35,3.17,1.03,2.43,76.30%,76.66%,0.32,0.74,2017,Sep,4.52,3.46,,
01-09-2017,Madhya Pradesh,23,Dewas,402,1.07,4.5,0.05,0.22,4.67%,4.89%,1.02,4.28,2017,Sep,5.57,0.27,,
01-09-2017,Odisha,21,Anugul,344,4.35,1.52,4.19,0.87,96.32%,57.24%,0.16,0.65,2017,Sep,5.87,5.06,,
01-09-2017,Gujarat,24,Kheda,450,2.53,5.96,2.07,4.88,81.82%,81.88%,0.46,1.08,2017,Sep,8.49,6.95,,
01-09-2017,Madhya Pradesh,23,Neemuch,419,0.56,2.35,0.01,0.06,1.79%,2.55%,0.55,2.29,2017,Sep,2.91,0.07,,
01-09-2017,Gujarat,24,Surendranagar,460,1.79,4.21,1.27,2.98,70.95%,70.78%,0.52,1.23,2017,Sep,6,4.25,,
01-09-2017,Gujarat,24,Rajkot,457,2.15,5.05,1.64,3.87,76.28%,76.63%,0.51,1.18,2017,Sep,7.2,5.51,,
01-09-2017,Madhya Pradesh,23,Mandla,415,2.78,3.23,0.08,0.11,2.88%,3.41%,2.7,3.12,2017,Sep,6.01,0.19,,
01-09-2017,Jharkhand,20,Hazaribagh,332,6.88,0.97,4.12,0.57,59.88%,58.76%,2.76,0.4,2017,Sep,7.85,4.69,,
01-09-2017,Madhya Pradesh,23,Chhatarpur,398,1.29,5.47,0.02,0.08,1.55%,1.46%,1.27,5.39,2017,Sep,6.76,0.1,,
01-09-2017,Odisha,21,Bargarh,347,5.96,1.37,5.41,0.56,90.77%,40.88%,0.55,0.81,2017,Sep,7.33,5.97,,
01-09-2017,Madhya Pradesh,23,Shajapur,430,0.6,2.52,0.02,0.07,3.33%,2.78%,0.58,2.45,2017,Sep,3.12,0.09,,
01-09-2017,Madhya Pradesh,23,Katni,413,1.92,2.98,0.14,0.2,7.29%,6.71%,1.78,2.78,2017,Sep,4.9,0.34,,
01-09-2017,Madhya Pradesh,23,Hoshangabad,409,0.8,3.37,0.02,0.08,2.50%,2.37%,0.78,3.29,2017,Sep,4.17,0.1,,
01-09-2017,Odisha,21,Kendrapara,360,4.23,2.43,3.89,1.58,91.96%,65.02%,0.34,0.85,2017,Sep,6.66,5.47,,
01-09-2017,Odisha,21,Cuttack,350,6.94,3.85,6.82,2.65,98.27%,68.83%,0.12,1.2,2017,Sep,10.79,9.47,,
01-09-2017,Madhya Pradesh,23,Shahdol,429,2.12,3.07,0.06,0.09,2.83%,2.93%,2.06,2.98,2017,Sep,5.19,0.15,,
01-09-2017,Gujarat,24,Morbi,673,0.83,1.94,0.79,1.87,95.18%,96.39%,0.04,0.07,2017,Sep,2.77,2.66,,
01-09-2017,Jharkhand,20,West Singhbhum,343,6.99,0.76,2.49,0.37,35.62%,48.68%,4.5,0.39,2017,Sep,7.75,2.86,,
01-09-2017,Gujarat,24,Patan,455,1.63,3.83,1.19,2.81,73.01%,73.37%,0.44,1.02,2017,Sep,5.46,4,,
01-09-2017,Madhya Pradesh,23,Chhindwara,399,1.62,6.89,0.03,0.1,1.85%,1.45%,1.59,6.79,2017,Sep,8.51,0.13,,
01-09-2017,Madhya Pradesh,23,Narsimhapur,418,0.86,3.65,0.04,0.17,4.65%,4.66%,0.82,3.48,2017,Sep,4.51,0.21,,
01-09-2017,Madhya Pradesh,23,Balaghat,392,4.8,3.32,0.15,0.1,3.13%,3.01%,4.65,3.22,2017,Sep,8.12,0.25,,
01-09-2017,Jharkhand,20,Gumla,331,3.95,0.5,1.1,0.24,27.85%,48.00%,2.85,0.26,2017,Sep,4.45,1.34,,
01-09-2017,Delhi,7,North West,82,0.04,0.14,0.01,0.03,25.00%,21.43%,0.03,0.11,2017,Sep,0.18,0.04,,
01-09-2017,Madhya Pradesh,23,Datia,401,0.48,1.96,0.01,0.04,2.08%,2.04%,0.47,1.92,2017,Sep,2.44,0.05,,
01-09-2017,Madhya Pradesh,23,Ratlam,423,1.18,4.9,0.03,0.13,2.54%,2.65%,1.15,4.77,2017,Sep,6.08,0.16,,
01-09-2017,Madhya Pradesh,23,Jhabua,412,1.25,5.19,0.04,0.14,3.20%,2.70%,1.21,5.05,2017,Sep,6.44,0.18,,
01-09-2017,Gujarat,24,Anand,440,2.35,5.54,1.63,3.85,69.36%,69.49%,0.72,1.69,2017,Sep,7.89,5.48,,
01-09-2017,Gujarat,24,Dohad,445,2.67,6.35,2.04,4.84,76.40%,76.22%,0.63,1.51,2017,Sep,9.02,6.88,,
01-09-2017,Madhya Pradesh,23,Rajgarh,422,1.29,5.42,0.05,0.2,3.88%,3.69%,1.24,5.22,2017,Sep,6.71,0.25,,
01-09-2017,Jharkhand,20,Deoghar,324,5.32,0.67,3.69,0.51,69.36%,76.12%,1.63,0.16,2017,Sep,5.99,4.2,,
01-09-2017,Odisha,21,Ganjam,354,11.41,3.58,10.6,1.85,92.90%,51.68%,0.81,1.73,2017,Sep,14.99,12.45,,
01-09-2017,Madhya Pradesh,23,Ashoknagar,391,0.6,2.82,0.02,0.08,3.33%,2.84%,0.58,2.74,2017,Sep,3.42,0.1,,
01-09-2017,Odisha,21,Nuapada,368,2.73,0.5,2.34,0.16,85.71%,32.00%,0.39,0.34,2017,Sep,3.23,2.5,,
01-09-2017,Odisha,21,Sambalpur,371,3.82,1.03,3.47,0.47,90.84%,45.63%,0.35,0.56,2017,Sep,4.85,3.94,,
01-09-2017,Jharkhand,20,Pakur,337,3.62,0.55,2.21,0.48,61.05%,87.27%,1.41,0.07,2017,Sep,4.17,2.69,,
01-09-2017,Madhya Pradesh,23,Sehore,427,0.97,4.02,0.03,0.11,3.09%,2.74%,0.94,3.91,2017,Sep,4.99,0.14,,
01-09-2017,Madhya Pradesh,23,Jabalpur,411,1.98,7.18,0.08,0.31,4.04%,4.32%,1.9,6.87,2017,Sep,9.16,0.39,,
01-09-2017,Madhya Pradesh,23,Gwalior,407,1.04,4.4,0.05,0.19,4.81%,4.32%,0.99,4.21,2017,Sep,5.44,0.24,,
01-09-2017,Odisha,21,Nayagarh,367,3.45,1.14,2.74,0.51,79.42%,44.74%,0.71,0.63,2017,Sep,4.59,3.25,,
01-09-2017,Madhya Pradesh,23,Ujjain,435,1.25,5.22,0.06,0.22,4.80%,4.21%,1.19,5,2017,Sep,6.47,0.28,,
01-09-2017,Gujarat,24,Porbandar,456,0.56,1.32,0.44,1.04,78.57%,78.79%,0.12,0.28,2017,Sep,1.88,1.48,,
01-09-2017,Madhya Pradesh,23,Sheopur,431,0.5,2.31,0.01,0.04,2.00%,1.73%,0.49,2.27,2017,Sep,2.81,0.05,,
01-09-2017,Madhya Pradesh,23,Singrauli,638,2.28,3.66,0.38,0.57,16.67%,15.57%,1.9,3.09,2017,Sep,5.94,0.95,,
01-09-2017,Madhya Pradesh,23,Barwani,393,1.48,6.25,0.09,0.35,6.08%,5.60%,1.39,5.9,2017,Sep,7.73,0.44,,
01-09-2017,Madhya Pradesh,23,Dindori,404,2.25,1.54,0.13,0.08,5.78%,5.19%,2.12,1.46,2017,Sep,3.79,0.21,,
01-09-2017,Jharkhand,20,Palamu,338,8.53,1.07,4.95,0.62,58.03%,57.94%,3.58,0.45,2017,Sep,9.6,5.57,,
01-09-2017,Odisha,21,Koraput,363,6.75,0.87,6.17,0.1,91.41%,11.49%,0.58,0.77,2017,Sep,7.62,6.27,,
01-09-2017,Jharkhand,20,Giridih,329,9.56,1.41,6.58,0.96,68.83%,68.09%,2.98,0.45,2017,Sep,10.97,7.54,,
01-09-2017,Gujarat,24,Surat,459,3.3,7.75,2.84,6.67,86.06%,86.06%,0.46,1.08,2017,Sep,11.05,9.51,,
01-09-2017,Jharkhand,20,Ramgarh,607,2.85,0.36,1.69,0.23,59.30%,63.89%,1.16,0.13,2017,Sep,3.21,1.92,,
01-09-2017,Odisha,21,Kandhamal,359,3.5,0.5,3.34,0.1,95.43%,20.00%,0.16,0.4,2017,Sep,4,3.44,,
